gene,baseMean,fc,log2FoldChange,lfcSE,stat,pvalue,padj,treated1,treated2,treated3,untreated1,untreated2,untreated3,untreated4
FBgn0000084,1695.91739925996,0.9021582719699481,-0.1485475370657997,0.17022824205733397,-0.8726374382446359,0.38286072760515355,0.7685038413744357,10.406732440684474,10.909858170511521,10.889695464936198,10.776050743523559,10.638154688526944,11.039650972143662,11.067022279115156
FBgn0000092,12.613114004936893,1.6861903590146534,0.753767415582456,0.49680923687722317,1.5172169912145475,0.12921190779748018,0.46557394636744687,6.769064267586884,6.740221322459316,6.736915125808207,6.538634040891418,6.535493988698994,6.620953293193445,6.684348056031238
FBgn0000094,21.090215484400325,1.3689024482959657,0.4530196398944359,0.450903671028675,1.0046927292938945,0.3150448302376378,0.7202375128809717,7.024513641798273,6.845807424508844,6.8344776764834645,6.7412703732864205,6.736892605076656,7.032500967240657,6.617389478050526
FBgn0000097,3047.7982743852945,1.004973063643504,0.0071568332761161165,0.12198799955255384,0.05866833870845525,0.9532162779336848,0.9905654167514951,11.698670559695021,11.645832280050332,11.565397863263046,11.461509955402986,11.751274076969624,11.788012914452658,11.494020141079512
FBgn0000100,25406.80000840212,0.8943279765389952,-0.161124087468721,0.13067627775251459,-1.2330018136411183,0.21757508752139398,0.6098190658600594,14.302370412972632,14.693984712797667,14.61462303436484,14.585526835464979,14.600292211820399,14.73258491612154,14.88819481070647
FBgn0000108,50.07408128920279,1.1535775449735854,0.2061149871059448,0.36889944822572224,0.558729453506331,0.5763463749056525,0.868022862150771,7.277152152104568,7.319530422217102,7.320288859383448,6.796157920485354,7.301422097270844,7.433143499074428,7.268015074819282
FBgn0000109,132.52724660091152,0.8468793464903616,-0.23977164908301324,0.2793973763841194,-0.8581743042331645,0.3907962225574675,0.7716581861442662,8.133077458292867,7.6492648974375035,7.746873199840845,8.314607718220385,7.822003724280297,7.768580751160165,8.046128203264091
FBgn0000115,572.4773851384359,1.0454621864338536,0.06414088169705306,0.12001142173072019,0.5344564773257282,0.5930257534385247,0.8769487677063464,9.373370502617522,9.46937602199125,9.588332506555844,9.47123851637073,9.432111879056055,9.33753342219866,9.443488966786163
FBgn0000116,658.4011860177924,2.4467802528723883,1.2908845377364315,0.18949324221266442,6.812298542486798,9.605151352318901e-12,7.740458988825453e-10,9.687739885577084,10.407404323257174,10.209086204966596,9.06024564540737,8.935832118349163,9.202947727214381,8.983925462624834
FBgn0000117,10812.67555712236,1.1148353222462934,0.15683061837447138,0.11700282246946697,1.3404003003038483,0.1801152381542956,0.5555928638097722,13.277059910768779,13.61430257755479,13.597548009699963,13.268454012353503,13.28312336547815,13.420153698457247,13.418410168754956
FBgn0000119,643.4930580601372,0.929635822157038,-0.10526243293000596,0.11988512820308003,-0.8780274460039458,0.37992882446891885,0.7663070048782473,9.517563571452134,9.568326832243912,9.518629756383017,9.68332211820945,9.462340112160682,9.661736354164978,9.685840879563347
FBgn0000121,9.080145581379728,1.0585296329269969,0.08206165732700561,0.6147645469194062,0.1334846938363927,0.8938100684907682,0.9784188579081425,6.702109321061386,6.537881535693365,6.475226389133122,6.565255616592194,6.659125966613967,6.578457811949988,6.449978080576003
FBgn0000139,647.1857039245207,0.7561703657489458,-0.40321678354789653,0.11304457879744706,-3.5668829751701687,3.6125270758163055e-4,0.0058224210427723945,9.392052293835262,9.365902506769581,9.420025597606399,9.770577514663964,9.746062788264506,9.596780859095196,9.796373708276445
FBgn0000140,945.9912177110936,1.0511822099733406,0.07201276505710993,0.1445553676013688,0.4981673545024975,0.6183660900030703,0.8890935323924742,10.17923430396454,10.195240139112201,9.925902097516413,10.2307362231667,10.099805922262389,9.975221027683904,9.8221857104994
FBgn0000142,1905.9045504210683,0.9339601466146593,-0.09856710545360231,0.10776771960590038,-0.9146255095130144,0.3603882621067969,0.751925008644078,10.839831240814636,10.966900793591744,11.003060845740103,10.998267246264541,11.069183329076838,11.141581579788557,10.898078344172214
FBgn0000146,1576.30805874511,1.4046877005667955,0.4902494166207317,0.10052744032832461,4.87677210341343,1.0783589957259216e-6,3.544206565952529e-5,11.067566340259214,10.966900793591744,10.891522973764525,10.594215598373959,10.480685544158376,10.472136349492352,10.546148807467045
FBgn0000147,415.4448902796287,1.3377215456472797,0.4197778420469931,0.13991845728022118,3.000160595012026,0.002698372940615406,0.0302340422664408,9.230736271057117,9.327672942514633,9.19645785485515,9.033472479089783,8.796963145079726,8.813865588868143,9.033177530778152
FBgn0000150,8947.964339224458,1.212190940416706,0.2776169653914487,0.14438541615941242,1.922749352226395,0.05451153556845747,0.278404131382841,13.067171448547445,13.44686351876309,13.354200695012231,13.017235340433247,12.748489475769222,13.049480986989172,13.241418642097317
FBgn0000152,510.94121666702927,1.0989767478294226,0.136160862041411,0.14211726734832011,0.9580880957110557,0.33801833773820755,0.7367495858923365,9.233705316984848,9.40029695618519,9.480006868161757,9.385868525959847,9.08482326606861,9.295274920901742,9.272184757017529
FBgn0000153,24.803325509244207,0.8735615059023081,-0.19501881059322482,0.4105868026751456,-0.47497583780724395,0.634804195340698,0.8976785957154727,6.794054905549669,6.8932786006520645,6.940409583865877,6.924665594500881,6.760823394714741,6.883567281010591,7.137806757100885
FBgn0000163,896.1177144885673,0.9192112293351253,-0.12153167243951699,0.15496998677055224,-0.7842271588979107,0.43290683174912997,0.7995833206817453,9.840702686439858,10.035881850834482,9.925902097516413,9.803752512904424,9.963284327093508,10.340949837149902,10.0171596500886
FBgn0000166,8.046230220312587,0.989026578904659,-0.01591880268083501,0.7008058427920788,-0.0227149970916523,0.9818776129732619,0.9950563814182476,6.433201991447287,6.710997002822145,6.429697966523592,6.373738226593481,6.55266564704397,6.660396126875893,6.54101717909782
FBgn0000171,6836.949093725713,0.9798950464155322,-0.029300860072170223,0.16255623465521812,-0.1802506076393647,0.8569558298609408,0.9666375663924708,12.520618502325467,12.902365204375963,12.80024399732095,12.552664158264285,12.58554473635027,13.12701596261272,12.77542026691246
FBgn0000173,1545.7593014485217,1.1125049280205004,0.15381172674419558,0.11978455975856608,1.284069725298599,0.19911755991044117,0.5857508843837864,10.878346301061013,10.748247058511911,10.735419489601444,10.734192607379573,10.551139351020582,10.4923663578108,10.791507556743268
FBgn0000180,27.4074326989713,1.31729197599038,0.39757515244875025,0.39889833585825973,0.9966829056665214,0.3189184497280329,0.7236993330399077,6.917791535071711,7.131172409636486,6.997734065473519,6.939302327132005,6.686162113432479,7.032500967240657,6.92135654213633
FBgn0000181,13451.716768478984,0.8909088003743871,-0.16665033988735878,0.10159026414152139,-1.640416444386883,0.10091860848323185,0.40410838877112576,13.582145209062462,13.66274992356537,13.653076890568963,13.690888357422317,13.941350633657978,13.697168180808976,13.846430342844398
FBgn0000183,2642.6299042678447,0.9908078279472942,-0.013322828143892124,0.08571468237900441,-0.1554322757095757,0.8764805410170827,0.9739834810745387,11.462662901243625,11.424329995149444,11.401405503127682,11.505788494288925,11.41527832069432,11.428801032672322,11.418851125607631
FBgn0000210,1573.1973797827432,1.0239925851410865,0.03420526863975482,0.1533042861840089,0.2231201063660982,0.8234420301510352,0.9617523878345893,10.524843563531437,10.964054225493133,10.73236277761162,10.537251381973142,10.715898499831571,10.96263364925511,10.626197424677898
FBgn0000212,3287.4447010995204,1.0714380210834429,0.0995483976003433,0.10537050646646762,0.9447463141123166,0.3447884060685041,0.7438022216885798,11.630722239559189,11.841408348449473,11.894795378431748,11.682445003263378,11.717741627323413,11.760096299139567,11.62260886767408
FBgn0000221,208.61957112895226,0.8395730065394466,-0.2522723121993053,0.1635339984905467,-1.5426291445682974,0.12292078247980058,0.4513338964526797,8.156146219278535,8.330276373965289,8.275516312811794,8.379531723091151,8.321893582883819,8.40554850330311,8.568851370254972
FBgn0000228,781.1637239835871,0.9299050753162896,-0.10484464141938249,0.12580164800395602,-0.8334123048696905,0.4046122373645835,0.7809892126560513,9.639569632191495,9.866767928404219,9.812354034128111,9.726112664588978,9.961664808664839,9.927904478132437,9.826442691617128
FBgn0000229,907.4729400745476,0.92386855691955,-0.11424048758544311,0.18121206416401991,-0.6304242938375283,0.5284170203260619,0.8515022202177898,10.31391027696113,9.77840751118583,9.693204017455876,10.188872244179635,10.157483100786592,9.961861008359003,9.905003862532105
FBgn0000239,2481.4754446258453,0.9808909023393099,-0.02783541043742636,0.0956621817485884,-0.29097611959740927,0.7710695834678134,0.94734162644518,11.376650224876888,11.371627762537086,11.25372988907354,11.448410525312786,11.28360594172179,11.369553138527571,11.34250586353242
FBgn0000241,8.279919344900193,1.0363944967213827,0.05157325990713159,0.7335801697454936,0.07030350878353799,0.9439520898143505,0.9894674561557856,6.520567714513423,6.740221322459316,6.3163294221244,6.373738226593481,6.585320647395464,6.480710636989202,6.684348056031238
FBgn0000242,160.6690229716626,1.0825621074144975,0.11444979584214314,0.1649984145043764,0.6936417915646546,0.4879068783153277,0.8309586562001141,8.188405858479372,8.19445886439684,8.073240712743528,8.13198438089936,8.117846886124838,8.092038966246209,7.974456782780295
FBgn0000244,510.1813368187457,0.7590679323654694,-0.3976990902727533,0.13424203051515643,-2.962552702358384,0.003050995741828502,0.03325148935274991,9.11944947634634,9.080692407928433,9.150862813995943,9.443961698873073,9.423862110815168,9.614013748257063,9.256396448478988
FBgn0000246,176.4069998879381,1.1237776138936473,0.16835656663000795,0.30497796199347343,0.5520286302969354,0.5809287378847342,0.8702121839950077,8.674072868056493,7.971883871615653,7.995662845535747,8.246335419320634,8.44945668135228,8.020945487843,7.789238925147311
FBgn0000247,2662.765418306819,0.8933154038889068,-0.16275845561289143,0.12178670387119235,-1.3364222073456626,0.1814113117397289,0.5577432882210814,11.185223400092541,11.470502454743512,11.40012310661375,11.459259911102375,11.418810344446646,11.693893419199284,11.458973826699586
FBgn0000250,2251.3134103452785,0.932105702262941,-0.1014345268280027,0.10662499459497027,-0.951320346728417,0.34144178130760594,0.7400289180458961,11.039735373106797,11.191971663526584,11.248750675320995,11.14888407194444,11.35908867487713,11.254168722207694,11.258755538386342
FBgn0000253,10292.248055651358,1.0568811657544026,0.07981317121938891,0.1526715679485594,0.5227769144696337,0.601129506507289,0.8812430285180322,13.627181590064465,13.234974016383935,13.28158381296426,13.454727156706292,13.527302644738496,13.108522533454527,13.111019374603336
FBgn0000256,2184.3841865836075,0.7316807572363968,-0.45071377754457986,0.12987576501130496,-3.4703455067644664,5.197892693993762e-4,0.007949550851890825,10.838867088105902,10.955480591818553,10.95843153740447,11.079066526210134,11.464240707028361,11.490351296798893,11.302760671373143
FBgn0000257,753.2813068057388,1.0405700304453656,0.05737406183097333,0.14397347825831538,0.3985043809807353,0.6902584295962246,0.9172630846650227,9.610319747615485,9.928649696503543,9.869325477218062,9.63118228610926,9.633361945089268,9.876595400602818,9.878611032234094
FBgn0000258,1079.5496082327873,1.0427760761921059,0.06042938944858201,0.39166811503685994,0.15428723229843458,0.8773832639269571,0.9744289971392925,10.843200697061011,9.918848234060677,9.804583127561123,10.571032514455156,10.408971503839268,9.916404017623927,9.8221857104994
FBgn0000259,2030.207314153531,0.967890281132572,-0.047084580277390826,0.1792766769544786,-0.26263639575016445,0.7928308447892286,0.9530572734048373,11.336254827405334,10.84221530004357,10.925811900451102,11.069653845190597,11.444161849235952,10.885970435308069,10.910112645442158
FBgn0000261,1903.1704140330571,0.8933694479968037,-0.162671177583536,0.1277971010134975,-1.2728862884483991,0.20305839549409765,0.5925424230346833,10.7380006036692,10.902937901742437,11.04306422325378,10.92902445873413,10.961452261172145,11.234006488291476,11.0661264476356
FBgn0000273,2102.209555504386,0.9167240778635665,-0.1254405283506648,0.14911340946678786,-0.8412424395580885,0.4002121296063645,0.7776902059427175,11.122060981504355,11.01719940048699,11.024034569764975,10.875321664016925,11.392406141825816,11.338989866764921,11.02430384714263
FBgn0000276,69.49544045719776,1.1112922108139405,0.15223821876292482,0.4093369995741641,0.37191414145630425,0.7099567758327764,0.9237925381547119,7.7243607305073265,7.319530422217102,7.4316464961199955,7.924802584703169,7.355547224923364,7.139339894517704,7.1022373578410685
FBgn0000277,31.980436133308682,0.7135649095556791,-0.4868834242125991,0.5013504157710998,-0.971143952207061,0.3314765994496709,0.7343225001767075,7.033570573985824,6.9379728360693145,6.811347614343192,7.536487789958781,6.8062667841293765,6.883567281010591,6.943511915496441
FBgn0000278,44.702116541153366,0.6286690462435556,-0.6696273639489528,0.2994745264753604,-2.2360077560855487,0.02535126310560365,0.16703532711325803,7.10283144109066,6.980290431882764,7.0513798702728545,7.4721916363564285,7.231077015401964,7.21668686037286,7.25266230638751
FBgn0000279,98.31281716222546,1.4039006957559512,0.4894408909079825,0.2301987054543966,2.1261669996877672,0.033489356806734615,0.20221491311040546,8.054233596893077,7.798146049106663,7.654321310677868,7.597291355642241,7.6645447562983415,7.519820618247731,7.592966714966307
FBgn0000283,3526.251219456214,0.9201435180736548,-0.1200691938645418,0.11761755162742815,-1.0208441869703224,0.3073282657075689,0.7132397779543402,11.790463979962217,11.807958376891584,11.70848535812637,11.827291488177577,12.105823731558681,11.836818269985681,11.741220954795203
FBgn0000286,484.8661770210579,0.691875857825672,-0.531414894259549,0.13194045490481632,-4.027687297598899,5.632819125974659e-5,0.0011981892663653203,8.908003140155023,8.988925523184943,9.0844351919781,9.327283061507666,9.495312930921338,9.51653781514368,9.315474524953398
FBgn0000289,3448.7405216182365,0.8822459865319727,-0.18074713290145042,0.10288717701808112,-1.756750822988237,0.07896029061146884,0.348297997691958,11.5739588978115,11.820068989018608,11.706930735537913,11.931580081808134,11.811392147366538,11.933149069253925,11.828283040041999
FBgn0000299,50847.91959701743,1.5546209180714776,0.6365628335446182,0.13287332057807658,4.790749796687536,1.6615921938808309e-6,5.2156569950993424e-5,15.756555182230292,16.17414213482588,15.936061992824099,15.169757220904506,15.293059814368316,15.525175988178175,15.312494693409459
FBgn0000307,1642.798540329871,0.9631925531427566,-0.05410385684450912,0.16533590459258599,-0.32723598045947516,0.7434894091385955,0.9377913157761678,11.043086892865537,10.594674165154137,10.59997333218732,10.713931737579223,11.04003631802,10.878901615737954,10.576691822810977
FBgn0000308,16757.788872629717,1.0266696605386578,0.03797205724899804,0.14875092233888762,0.2552727516034439,0.7985124439913767,0.9544852884241198,14.231729344841936,13.931089452456373,14.016209634563351,13.976613061246292,14.35278690802627,13.80415345467486,13.915263944114074
FBgn0000313,58.39236048614788,1.0124226401862624,0.017811675025905742,0.23747424160563385,0.07500466116019876,0.9402110032722834,0.9894412781332185,7.337740178808507,7.36154627567038,7.383603327439378,7.330865245738254,7.395777420747829,7.338863215706042,7.327182565615342
FBgn0000317,1436.6674748145012,0.9511804232522023,-0.0722090723685616,0.12868940742408444,-0.5611112352907419,0.5747217094103427,0.868022862150771,10.696545290650153,10.599577138065854,10.41142806067797,10.81602156695082,10.623417188543474,10.619467425423833,10.484386805186395
FBgn0000318,906.7489501781657,1.1928005506074226,0.2543528286951054,0.14038384204942933,1.8118383496410324,0.07001117758608798,0.32328577374600737,9.959406795043037,10.127159562850954,10.311088274204744,9.888177323676059,9.951908993979956,9.729133151481568,10.06111434686507
FBgn0000319,14032.90984652745,1.0173367475489283,0.02479730319143334,0.12071065655015312,0.20542762254905395,0.8372380407781235,0.9622936948640219,13.72801190785962,13.908588604031111,13.768945864681285,13.950352397440781,13.5425515315717,13.828941440930413,13.765902788247288
FBgn0000326,269.36647668485017,1.1176091375217816,0.1604157213176638,0.1437349785657104,1.116052076665024,0.2643998439285984,0.6681520970663161,8.709096845444122,8.6941548134288,8.610403677920438,8.486069419454905,8.656949825063327,8.607463482830594,8.466025386542595
FBgn0000330,227.2299269379013,0.8862983677697716,-0.17413563850134592,0.17384186266598292,-1.001689902713062,0.3164933849079138,0.7213913895685201,8.289543199557468,8.390356291191978,8.419645177697463,8.660858595993442,8.284624615857986,8.510274210278226,8.46039031901036
FBgn0000337,25.32961181586322,1.0048409631907411,0.006967183223096598,0.37711610045090527,0.018474902595689145,0.9852599989758344,0.9960752776135667,6.94831222786127,6.8932786006520645,6.899782682792784,6.863192074453495,6.783922895564413,7.032500967240657,7.00655784722015
FBgn0000338,1832.900713044643,1.1425004005885906,0.19219467112760918,0.16826875560479368,1.1421886994814971,0.25337559218436845,0.6578503215914473,11.02285974712712,11.043503462592097,11.047168033694396,10.417922958847326,10.958622588722598,11.15041108606297,10.811966449645439
FBgn0000339,565.9438706695723,1.0059556867680746,0.008566754558926287,0.16924560399578442,0.050617294373800505,0.959630481572925,0.9906495188163602,9.686663009815629,9.257392126924197,9.325002083882783,9.647184868279224,9.386738396612149,9.262729483536909,9.401135985645428
FBgn0000346,94.01224183294438,1.5599856561840506,0.6415327638008087,0.2177992949444605,2.9455226839205406,0.00322409505962974,0.03477624285039492,7.765224212116176,7.834912024157771,7.96623124072451,7.647962507978735,7.533256894600028,7.491681922806132,7.383125091208601
FBgn0000351,34.317942431926085,1.3054076710753102,0.3845004222679553,0.32421077694295913,1.1859581778665036,0.23563881604503617,0.6352167633558855,7.1514880862234875,7.077580100787488,7.149767476507633,7.02198634644217,6.859224254761737,7.032500967240657,7.1022373578410685
FBgn0000352,837.42414547209,1.029294044729375,0.0416551846349744,0.10916070640639486,0.38159504464817345,0.7027617603886653,0.9208640265505635,9.945995399833741,9.9633888096242,9.889658425858153,9.852801432836584,9.882544670907048,10.029582621428451,9.8221857104994
FBgn0000370,11183.232563845868,0.9368969420196576,-0.09403773367769006,0.1121745877993266,-0.8383158389306297,0.40185334259371197,0.779073065990724,13.544691779291806,13.338872643229639,13.342738118913108,13.667311823024907,13.499511213493106,13.361209503395571,13.47530784678066
FBgn0000376,1250.2216978973076,1.0639998667662367,0.08949797018524777,0.1375146506934779,0.6508249828939319,0.5151594711818046,0.8460550448834033,10.302048933306251,10.635825924507119,10.467694351822018,10.213708863066895,10.311441934141989,10.509264334840474,10.51756909957338
FBgn0000377,892.7816566768718,1.0634198555217782,0.08871130889974176,0.11762004995445016,0.7542192758300674,0.45071756496139265,0.8130572345978113,9.913285287994839,10.050308892994655,10.142980393102583,9.874674687176183,9.903794069210994,10.057055127343927,10.0003222696039
FBgn0000382,733.1663475650479,0.9166496481892747,-0.12555766684842848,0.14272387423928204,-0.8797243454723366,0.3790086574253183,0.7661024016688947,9.717566595478642,9.67956564995351,9.654776993454611,9.524267155523498,9.880830988279966,9.970781539314864,9.76121490692711
FBgn0000384,598.7697425020854,1.0148786354021588,0.021307212560942947,0.1645902338596208,0.1294561169353213,0.896996746304369,0.9784188579081425,9.601197431601921,9.463971934826196,9.460293790898891,9.795172254529911,9.27571273043061,9.482500198109818,9.366316967848677
FBgn0000392,1080.2250100729495,1.381246663806691,0.4659709798956673,0.10997544249602348,4.237045737847484,2.2648001395038325e-5,5.470112383049458e-4,10.35635704385635,10.586053515019241,10.440461693654148,9.998074416873052,10.113715979668177,10.057055127343927,10.0003222696039
FBgn0000394,621.7764986090865,0.8776132598219265,-0.1883427713627338,0.1276795326499735,-1.4751210899170917,0.14017999137629375,0.4841098890508181,9.338007140075462,9.442147193155233,9.572371699260682,9.634397230630379,9.471512895102848,9.650650615409209,9.681142041440088
FBgn0000395,496.86874892558217,0.7705276628477024,-0.37608134277183436,0.20167070417069521,-1.864828827361643,0.06220540119839434,0.301354605458811,9.183896828355318,9.062814451657896,9.041677301910875,8.947317118276983,9.580375806638544,9.678204784241817,9.29399561916185
FBgn0000404,2429.4369167189207,1.0452257555674749,0.063814579877409,0.10180421330823353,0.6268363342114047,0.5307665237074053,0.8525814433825342,11.427526160771125,11.321378001816422,11.315580841576597,11.427845112027498,11.254907133653493,11.28656466500987,11.2028078184924
FBgn0000405,2318.160957636055,1.4406828099073121,0.5267527373550738,0.11978433269251561,4.397509469850613,1.0950010864162997e-5,2.904178514321205e-4,11.527180738930209,11.584795845447662,11.449929574562127,11.22927482718331,10.973516821506607,10.998943465515076,10.859291977857687
FBgn0000406,265.50453408640226,0.24432614725478968,-2.0331198289233923,0.2780802113808597,-7.311271157438901,2.6462690231944703e-13,2.672094058240103e-11,7.613009003580123,7.5951201307694065,7.849235913149358,8.34746604086806,9.072743578817756,9.058348818921788,9.375102386438027
FBgn0000409,4201.574954458407,0.9310787200581727,-0.10302494618337994,0.11362760537961861,-0.9066894073775802,0.3645710665285293,0.7542988235802436,11.863324381938641,12.08732770943331,12.107670210267509,12.068920813370928,12.196377652175208,11.985593588639894,12.22586868780791
FBgn0000412,2799.132584489472,1.176066280009144,0.2339693689718568,0.1115007866459991,2.0983651865585484,0.035872898149530597,0.2106872875902004,11.698670559695021,11.66230553648556,11.554489083745908,11.229803031807409,11.53239229308861,11.472473546837364,11.413228241261622
FBgn0000413,2709.4093894004873,0.9949718406697506,-0.007272399282313658,0.15198021453225113,-0.04785096076285911,0.9618350222266956,0.99115981297796,11.297502465458662,11.558633287968918,11.531249751329147,11.240326654616329,11.335922311768279,11.784867660599412,11.47727729105828
FBgn0000414,2340.4905988415535,0.8456796254666791,-0.24181687396423304,0.10308764488028038,-2.3457406000987238,0.018989318153290812,0.13743478017506935,11.091231950941722,11.157510815087642,11.156809623907812,11.49176682518627,11.290692197498192,11.406867552474951,11.25483053823376
FBgn0000416,38598.076909158546,0.7735646418820077,-0.3704062413177875,0.07716215643046674,-4.800361452463712,1.583795144115164e-6,5.008976265218562e-5,14.98870567319075,15.035683288690253,15.031637630583239,15.402658805989146,15.330086562425528,15.401097847713729,15.416398510930092
FBgn0000422,6.742653282730154,1.3570268031172712,0.4404492162191732,0.6770669719794373,0.6505253312408654,0.5153529446153553,0.8460671946760613,6.593886864053663,6.393275750276818,6.588975599145441,6.448022691859547,6.459537074856921,6.5321159042864405,6.449978080576003
FBgn0000426,698.1753309802742,1.1451210246129349,0.19550008075191844,0.1494756311996229,1.3079060391511605,0.19090518091631845,0.5753246160541843,9.847455636741087,9.62019092905368,9.865597282483654,9.568675733009018,9.830218157122237,9.398642581130193,9.618602574531979
